ID_venta,Fecha_venta,Marca,Modelo,Tipo,Capacidad_kg,Altura_m,Precio_USD,Provincia,Cliente_tipo,Año_fabricación,Horas_uso,Estado,Método_pago,Vendedor
VENT00185,2022-12-31,Linde,H25D,gas,3000.0,,30001.85,Córdoba,distribuidor,2023,0.0,nuevo,contado,Forklift Solutions
VENT00186,2023-08-23,Yale,ERP030,eléctrico,2000.0,,,Córdoba,empresa,2022,224.0,reacondicionado,leasing,Logística Sur
VENT00187,2023-01-03,Toyota,7FBEU18,eléctrico,3000.0,3.5,16164.93,Neuquén,distribuidor,2024,578.0,usado,leasing,Potencia SRL
VENT00188,2025-06-14,Linde,E16,eléctrico,2000.0,3.3,25417.32,Tucumán,empresa,2022,2151.0,usado,contado,Forklift Solutions
VENT00189,2023-12-25,Yale,GLC050,eléctrico,2000.0,5.2,19083.5,Santa Fe,particular,2022,,reacondicionado,leasing,Grupo Industrial SA
VENT00190,2024-03-11,Yale,GDP25UX,eléctrico,3000.0,3.1,37344.12,Neuquén,empresa,2024,4140.0,usado,contado,Grupo Industrial SA
VENT00191,2024-07-22,Crown,FC 5200,eléctrico,1500.0,5.9,14657.14,Mendoza,particular,2024,2359.0,reacondicionado,crédito,Logística Sur
VENT00192,2023-06-21,Linde,E30,eléctrico,,4.6,27136.41,Mendoza,empresa,2021,649.0,reacondicionado,contado,Logística Sur
VENT00193,2022-12-17,Hyster,S120FT,gas,3500.0,3.5,24685.74,Santa Fe,distribuidor,2023,0.0,nuevo,crédito,Potencia SRL
VENT00194,2024-11-04,Linde,E16,eléctrico,3000.0,5.3,15655.25,Mendoza,particular,2024,0.0,nuevo,crédito,Logística Sur
VENT00195,2024-09-08,Hyster,J40XN,diésel,4000.0,5.7,29186.21,Salta,particular,2024,0.0,nuevo,crédito,Potencia SRL
VENT00196,2022-11-14,Linde,E30,gas,2000.0,,23627.63,Mendoza,distribuidor,2022,4993.0,reacondicionado,crédito,Autoelevadores Norte
VENT00197,2025-03-28,Yale,ERP030,diésel,4000.0,,31174.32,Mendoza,distribuidor,2024,249.0,usado,leasing,Grupo Industrial SA
VENT00198,2023-02-17,Linde,E16,eléctrico,2000.0,4.7,31588.03,Salta,particular,2023,0.0,nuevo,leasing,Grupo Industrial SA
VENT00199,2025-09-04,Toyota,7FBEU18,eléctrico,2500.0,5.9,42305.89,Mendoza,distribuidor,2024,3005.0,usado,leasing,Logística Sur
VENT00200,2024-05-13,Toyota,7FBEU18,eléctrico,2000.0,,35692.22,Tucumán,distribuidor,2022,3245.0,usado,crédito,Forklift Solutions
VENT00201,2023-07-20,Hyster,J40XN,gas,,4.6,22046.55,Neuquén,particular,2022,543.0,reacondicionado,leasing,Grupo Industrial SA
VENT00202,2023-10-23,Hyster,S120FT,eléctrico,3000.0,3.6,23084.97,Mendoza,particular,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00203,2024-03-23,Linde,H25D,diésel,3500.0,5.7,,Tucumán,particular,2021,1407.0,usado,leasing,Autoelevadores Norte
VENT00204,2024-09-13,Crown,RC 5500,diésel,3500.0,4.1,30242.11,Santa Fe,particular,2024,1020.0,usado,contado,Logística Sur
VENT00205,2025-02-15,Linde,E30,gas,1500.0,4.9,30121.05,Neuquén,distribuidor,2023,3013.0,usado,contado,Grupo Industrial SA
VENT00206,2023-06-04,Crown,FC 5200,eléctrico,1500.0,3.9,12064.35,Chubut,empresa,2023,1250.0,usado,leasing,Logística Sur
VENT00207,2025-09-01,Crown,RC 5500,eléctrico,1500.0,3.2,24805.39,Buenos Aires,empresa,2024,0.0,nuevo,leasing,Autoelevadores Norte
VENT00208,2025-07-24,Yale,ERP030,gas,,5.1,19095.75,Chubut,particular,2022,1141.0,usado,leasing,Forklift Solutions
VENT00209,2023-07-26,Toyota,7FBEU18,diésel,2500.0,3.4,27239.4,Mendoza,distribuidor,2021,522.0,usado,contado,Autoelevadores Norte
VENT00210,2022-12-13,Hyster,H50XT,gas,2000.0,,,Córdoba,distribuidor,2021,2748.0,usado,crédito,Potencia SRL
VENT00211,2025-07-30,Toyota,TX30,diésel,2000.0,,32281.43,Salta,particular,2024,,usado,contado,Autoelevadores Norte
VENT00212,2023-05-17,Yale,ERP030,diésel,3500.0,4.2,27537.75,Neuquén,particular,2021,1277.0,reacondicionado,leasing,Autoelevadores Norte
VENT00213,2023-05-23,Hyster,H50XT,eléctrico,2000.0,,31290.62,Córdoba,particular,2021,4730.0,reacondicionado,crédito,Logística Sur
VENT00214,2024-02-27,Yale,GLC050,diésel,,4.8,21268.65,Chubut,particular,2023,0.0,nuevo,leasing,Grupo Industrial SA
VENT00215,2024-12-14,Yale,ERP030,diésel,3500.0,2.5,17444.43,Córdoba,distribuidor,2021,0.0,nuevo,leasing,Forklift Solutions
VENT00216,2023-10-08,Crown,FC 5200,gas,,2.9,,Buenos Aires,particular,2023,0.0,nuevo,crédito,Forklift Solutions
VENT00217,2023-03-15,Linde,H25D,diésel,3000.0,5.1,24863.84,Neuquén,empresa,2022,4010.0,reacondicionado,leasing,Forklift Solutions
VENT00218,2025-03-29,Toyota,7FBEU18,diésel,3500.0,4.8,28033.21,Santa Fe,distribuidor,2023,4853.0,reacondicionado,contado,Grupo Industrial SA
VENT00219,2024-08-01,Yale,GLC050,gas,4000.0,3.1,43074.47,Chubut,distribuidor,2023,4752.0,usado,leasing,Logística Sur
VENT00220,2025-07-13,Yale,GDP25UX,diésel,3000.0,3.5,24661.94,Mendoza,distribuidor,2022,,reacondicionado,contado,Potencia SRL
VENT00221,2023-06-12,Linde,E30,gas,,3.6,17352.44,Santa Fe,distribuidor,2022,4986.0,usado,crédito,Logística Sur
VENT00222,2022-10-04,Hyster,S120FT,eléctrico,,3.8,22232.15,Mendoza,particular,2021,1822.0,reacondicionado,crédito,Autoelevadores Norte
VENT00223,2024-09-15,Crown,FC 5200,diésel,3000.0,3.6,,Buenos Aires,empresa,2022,1439.0,reacondicionado,contado,Autoelevadores Norte
VENT00224,2025-08-07,Crown,SC 6000,gas,3000.0,4.0,28851.85,Salta,particular,2024,0.0,nuevo,contado,Grupo Industrial SA
VENT00225,2024-06-11,Linde,E16,diésel,3500.0,5.0,12673.62,Chubut,distribuidor,2024,4046.0,reacondicionado,contado,Grupo Industrial SA
VENT00226,2025-02-14,Toyota,7FBEU18,eléctrico,3500.0,6.0,25506.1,Salta,particular,2021,2024.0,usado,contado,Grupo Industrial SA
VENT00227,2024-11-12,Linde,E16,gas,3000.0,5.0,26252.05,Mendoza,distribuidor,2023,0.0,nuevo,contado,Potencia SRL
VENT00228,2024-01-10,Hyster,H50XT,eléctrico,2000.0,,26857.45,Tucumán,empresa,2023,0.0,nuevo,contado,Logística Sur
VENT00229,2025-06-18,Hyster,H50XT,gas,1500.0,3.7,20221.47,Chubut,particular,2022,2318.0,usado,leasing,Potencia SRL
VENT00230,2024-03-21,Linde,E30,gas,2000.0,2.5,23096.63,Santa Fe,empresa,2021,1291.0,reacondicionado,leasing,Grupo Industrial SA
VENT00231,2024-05-09,Crown,SC 6000,eléctrico,4000.0,,13607.51,Salta,particular,2024,0.0,nuevo,leasing,Autoelevadores Norte
VENT00232,2025-07-01,Hyster,H50XT,diésel,3000.0,3.5,21053.44,Tucumán,empresa,2023,,usado,crédito,Grupo Industrial SA
VENT00233,2023-10-08,Crown,RC 5500,eléctrico,3500.0,5.5,20657.11,Chubut,empresa,2024,0.0,nuevo,leasing,Potencia SRL
VENT00234,2023-05-10,Hyster,H50XT,gas,1500.0,3.4,28328.4,Salta,distribuidor,2021,,nuevo,crédito,Logística Sur
VENT00235,2025-01-31,Crown,FC 5200,gas,4000.0,4.4,15750.54,Santa Fe,particular,2021,0.0,nuevo,crédito,Potencia SRL
VENT00236,2025-08-22,Crown,SC 6000,eléctrico,3000.0,3.2,31249.58,Córdoba,empresa,2024,0.0,nuevo,leasing,Logística Sur
VENT00237,2022-10-03,Hyster,H50XT,eléctrico,2000.0,3.3,36955.88,Neuquén,distribuidor,2021,4588.0,usado,leasing,Forklift Solutions
VENT00238,2024-08-25,Hyster,J40XN,eléctrico,2000.0,,,Córdoba,particular,2022,4607.0,reacondicionado,leasing,Logística Sur
VENT00239,2023-01-14,Linde,E30,diésel,4000.0,4.7,28410.07,Buenos Aires,distribuidor,2023,1786.0,usado,contado,Logística Sur
VENT00240,2024-02-17,Hyster,S120FT,gas,2000.0,,30415.26,Santa Fe,empresa,2024,2361.0,reacondicionado,crédito,Autoelevadores Norte
VENT00241,2022-11-23,Linde,E30,eléctrico,,2.9,19900.5,Chubut,distribuidor,2021,0.0,nuevo,contado,Logística Sur
VENT00242,2025-01-06,Hyster,H50XT,diésel,2500.0,3.0,21821.83,Salta,particular,2022,0.0,nuevo,crédito,Autoelevadores Norte
VENT00243,2023-11-24,Toyota,8FGCU25,eléctrico,2000.0,6.0,23936.96,Neuquén,particular,2024,0.0,nuevo,contado,Logística Sur
VENT00244,2023-04-11,Toyota,8FGCU25,gas,4000.0,3.0,22617.67,Mendoza,particular,2024,0.0,nuevo,leasing,Forklift Solutions
VENT00245,2023-09-22,Crown,SC 6000,diésel,4000.0,3.2,22527.9,Santa Fe,empresa,2024,4492.0,reacondicionado,contado,Grupo Industrial SA
VENT00246,2024-10-01,Linde,H25D,gas,1500.0,4.9,11591.97,Córdoba,empresa,2024,0.0,nuevo,contado,Grupo Industrial SA
VENT00247,2024-03-14,Crown,FC 5200,diésel,2500.0,5.1,34218.65,Tucumán,particular,2024,0.0,nuevo,leasing,Grupo Industrial SA
VENT00248,2025-04-18,Crown,RC 5500,gas,2000.0,5.8,33636.95,Mendoza,empresa,2022,0.0,nuevo,leasing,Forklift Solutions
VENT00249,2023-12-05,Hyster,S120FT,gas,2000.0,2.7,18493.09,Tucumán,empresa,2023,4828.0,reacondicionado,leasing,Logística Sur
VENT00250,2025-07-26,Toyota,7FBEU18,eléctrico,2000.0,5.4,,Chubut,empresa,2023,0.0,nuevo,leasing,Logística Sur
VENT00251,2024-03-24,Yale,GDP25UX,diésel,4000.0,3.3,,Córdoba,particular,2022,0.0,nuevo,leasing,Forklift Solutions
VENT00252,2025-03-18,Yale,ERP030,eléctrico,2500.0,4.0,20393.7,Santa Fe,particular,2023,4468.0,reacondicionado,contado,Autoelevadores Norte
VENT00253,2025-05-25,Toyota,8FGCU25,gas,4000.0,,26135.63,Tucumán,distribuidor,2021,0.0,nuevo,crédito,Grupo Industrial SA
VENT00254,2025-05-05,Yale,GLC050,diésel,1500.0,4.7,22445.37,Tucumán,particular,2024,4760.0,usado,contado,Grupo Industrial SA
VENT00255,2023-04-07,Linde,E16,diésel,4000.0,3.4,30532.31,Chubut,distribuidor,2023,1187.0,reacondicionado,crédito,Forklift Solutions
VENT00256,2024-01-09,Toyota,TX30,diésel,2500.0,5.0,30557.99,Córdoba,particular,2021,2742.0,usado,crédito,Logística Sur
VENT00257,2024-05-08,Hyster,S120FT,eléctrico,,3.8,19195.22,Chubut,distribuidor,2022,3000.0,reacondicionado,crédito,Logística Sur
VENT00258,2024-06-18,Linde,E30,eléctrico,1500.0,,13933.09,Chubut,empresa,2021,0.0,nuevo,leasing,Logística Sur
VENT00259,2025-06-21,Yale,GDP25UX,diésel,4000.0,5.0,12336.49,Neuquén,empresa,2023,2568.0,reacondicionado,leasing,Grupo Industrial SA
VENT00260,2023-01-17,Crown,RC 5500,gas,,,29883.04,Santa Fe,empresa,2021,0.0,nuevo,crédito,Logística Sur
VENT00261,2022-09-16,Hyster,H50XT,diésel,4000.0,4.5,15489.13,Tucumán,particular,2022,3379.0,usado,contado,Grupo Industrial SA
VENT00262,2025-03-25,Toyota,8FGCU25,gas,2000.0,3.6,20945.47,Córdoba,particular,2023,938.0,reacondicionado,leasing,Grupo Industrial SA
VENT00263,2023-07-09,Hyster,H50XT,gas,2000.0,4.1,20229.49,Santa Fe,distribuidor,2023,1474.0,reacondicionado,leasing,Potencia SRL
VENT00264,2025-09-03,Toyota,7FBEU18,diésel,1500.0,5.9,24579.46,Córdoba,distribuidor,2021,3224.0,usado,crédito,Logística Sur
VENT00265,2024-02-15,Hyster,J40XN,gas,,4.3,9509.76,Salta,empresa,2024,168.0,reacondicionado,leasing,Forklift Solutions
VENT00266,2023-05-20,Linde,H25D,gas,2500.0,4.2,26510.23,Chubut,particular,2023,0.0,nuevo,contado,Forklift Solutions
VENT00267,2023-09-20,Hyster,J40XN,diésel,,2.6,29191.13,Chubut,particular,2023,272.0,usado,crédito,Potencia SRL
VENT00268,2023-08-26,Hyster,H50XT,diésel,4000.0,4.6,25707.38,Santa Fe,empresa,2024,,reacondicionado,crédito,Grupo Industrial SA
VENT00269,2025-05-31,Hyster,S120FT,eléctrico,1500.0,4.2,22512.91,Santa Fe,particular,2021,4637.0,reacondicionado,leasing,Autoelevadores Norte
VENT00270,2024-08-10,Hyster,H50XT,diésel,1500.0,4.4,25779.2,Salta,particular,2021,,nuevo,crédito,Logística Sur
VENT00271,2024-04-24,Yale,GLC050,gas,4000.0,3.5,,Buenos Aires,empresa,2023,0.0,nuevo,crédito,Logística Sur
VENT00272,2025-07-26,Hyster,J40XN,diésel,3000.0,,2819.26,Neuquén,particular,2023,1361.0,reacondicionado,leasing,Logística Sur
VENT00273,2025-02-12,Yale,GLC050,gas,4000.0,4.6,40647.3,Chubut,particular,2023,0.0,nuevo,leasing,Forklift Solutions
VENT00274,2024-06-18,Linde,E16,diésel,3000.0,5.9,28120.75,Tucumán,empresa,2022,,reacondicionado,contado,Potencia SRL
VENT00275,2022-11-02,Linde,E16,eléctrico,,5.6,19780.73,Córdoba,empresa,2021,0.0,nuevo,contado,Grupo Industrial SA
VENT00276,2024-05-30,Crown,RC 5500,diésel,,4.0,21872.37,Tucumán,distribuidor,2024,0.0,nuevo,leasing,Grupo Industrial SA
VENT00277,2025-09-08,Hyster,J40XN,eléctrico,1500.0,4.8,28949.93,Chubut,particular,2023,2600.0,reacondicionado,crédito,Grupo Industrial SA
VENT00278,2025-02-11,Crown,SC 6000,diésel,3000.0,2.7,24071.17,Tucumán,empresa,2024,4590.0,usado,crédito,Grupo Industrial SA
VENT00279,2024-06-24,Yale,GDP25UX,eléctrico,1500.0,3.8,8754.52,Tucumán,distribuidor,2021,0.0,nuevo,leasing,Grupo Industrial SA
VENT00280,2025-07-08,Hyster,S120FT,eléctrico,,,41515.94,Santa Fe,empresa,2022,729.0,usado,leasing,Grupo Industrial SA
VENT00281,2022-11-25,Hyster,H50XT,diésel,3000.0,,24115.67,Chubut,particular,2024,1476.0,usado,contado,Autoelevadores Norte
VENT00282,2023-05-29,Yale,GLC050,eléctrico,1500.0,4.7,33161.38,Buenos Aires,particular,2022,0.0,nuevo,crédito,Autoelevadores Norte
VENT00283,2024-08-05,Crown,SC 6000,gas,4000.0,4.5,19463.6,Neuquén,distribuidor,2022,,usado,leasing,Logística Sur
VENT00284,2022-12-22,Linde,E30,diésel,2500.0,4.3,37291.02,Buenos Aires,empresa,2021,0.0,nuevo,leasing,Forklift Solutions
VENT00285,2023-10-21,Hyster,H50XT,eléctrico,3000.0,5.1,27290.75,Santa Fe,distribuidor,2023,434.0,usado,leasing,Autoelevadores Norte
VENT00286,2025-09-07,Linde,E16,gas,1500.0,4.3,29870.75,Chubut,empresa,2023,0.0,nuevo,leasing,Grupo Industrial SA
VENT00287,2023-05-16,Crown,RC 5500,gas,2000.0,3.7,16637.97,Neuquén,empresa,2023,3277.0,reacondicionado,contado,Autoelevadores Norte
VENT00288,2024-08-07,Hyster,J40XN,eléctrico,3000.0,4.4,34689.16,Santa Fe,distribuidor,2021,2292.0,usado,crédito,Logística Sur
VENT00289,2024-12-11,Toyota,7FBEU18,diésel,2000.0,4.8,30518.55,Santa Fe,distribuidor,2023,4390.0,usado,contado,Logística Sur
VENT00290,2024-10-09,Hyster,S120FT,gas,3500.0,2.8,35414.77,Tucumán,particular,2021,0.0,nuevo,contado,Potencia SRL
VENT00291,2025-02-02,Hyster,J40XN,eléctrico,3000.0,3.3,,Mendoza,empresa,2022,,reacondicionado,leasing,Potencia SRL
VENT00292,2025-04-09,Linde,H25D,diésel,1500.0,5.2,21151.78,Buenos Aires,distribuidor,2023,0.0,nuevo,contado,Logística Sur
VENT00293,2022-09-14,Crown,FC 5200,gas,2000.0,4.7,43431.33,Chubut,distribuidor,2024,0.0,nuevo,leasing,Logística Sur
VENT00294,2022-11-13,Yale,ERP030,gas,4000.0,4.8,,Mendoza,distribuidor,2021,1396.0,usado,crédito,Forklift Solutions
VENT00295,2024-10-21,Toyota,TX30,diésel,2000.0,3.9,23912.4,Neuquén,distribuidor,2024,1082.0,reacondicionado,leasing,Autoelevadores Norte
VENT00296,2024-02-02,Linde,H25D,gas,2500.0,3.8,34095.13,Buenos Aires,distribuidor,2022,3431.0,usado,contado,Logística Sur
VENT00297,2024-01-11,Crown,FC 5200,diésel,4000.0,5.3,25781.8,Buenos Aires,distribuidor,2024,2964.0,reacondicionado,leasing,Logística Sur
VENT00298,2024-09-08,Crown,RC 5500,gas,4000.0,,29663.63,Santa Fe,particular,2021,1822.0,reacondicionado,crédito,Grupo Industrial SA
VENT00299,2022-11-30,Hyster,H50XT,eléctrico,3500.0,4.1,21804.41,Santa Fe,distribuidor,2023,1365.0,reacondicionado,crédito,Logística Sur
VENT00300,2024-06-19,Linde,E30,gas,4000.0,5.3,27960.45,Mendoza,empresa,2023,2261.0,reacondicionado,leasing,Potencia SRL
VENT00301,2023-07-03,Toyota,8FGCU25,eléctrico,3500.0,3.0,14547.79,Córdoba,distribuidor,2022,0.0,nuevo,crédito,Logística Sur
VENT00302,2025-01-13,Toyota,7FBEU18,gas,1500.0,3.0,38265.05,Chubut,particular,2022,763.0,reacondicionado,crédito,Forklift Solutions
VENT00303,2025-05-24,Yale,ERP030,eléctrico,2500.0,2.9,24054.69,Córdoba,particular,2021,0.0,nuevo,crédito,Potencia SRL
VENT00304,2023-01-21,Linde,E16,eléctrico,4000.0,5.1,19558.57,Neuquén,distribuidor,2022,0.0,nuevo,crédito,Logística Sur
VENT00305,2023-04-04,Yale,GLC050,diésel,3000.0,3.0,30331.06,Mendoza,distribuidor,2022,0.0,nuevo,contado,Logística Sur
VENT00306,2022-10-06,Linde,H25D,diésel,3000.0,3.7,21314.24,Santa Fe,distribuidor,2022,1894.0,reacondicionado,contado,Grupo Industrial SA
VENT00307,2024-05-30,Crown,RC 5500,gas,3000.0,5.1,14325.93,Santa Fe,empresa,2023,0.0,nuevo,crédito,Grupo Industrial SA
VENT00308,2025-08-03,Toyota,8FGCU25,diésel,2500.0,,14226.26,Buenos Aires,empresa,2023,1490.0,usado,crédito,Forklift Solutions
VENT00309,2024-06-23,Toyota,7FBEU18,gas,2500.0,5.6,,Córdoba,empresa,2024,3303.0,reacondicionado,crédito,Forklift Solutions
VENT00310,2024-01-18,Hyster,H50XT,eléctrico,2000.0,4.7,23723.41,Neuquén,particular,2021,0.0,nuevo,leasing,Potencia SRL
VENT00311,2022-09-19,Toyota,TX30,gas,2500.0,5.5,23930.39,Neuquén,empresa,2024,2866.0,usado,leasing,Logística Sur
VENT00312,2023-08-11,Linde,E16,eléctrico,4000.0,2.8,,Salta,particular,2024,843.0,reacondicionado,leasing,Logística Sur
VENT00313,2022-10-06,Linde,H25D,eléctrico,2000.0,,15985.39,Chubut,empresa,2022,0.0,nuevo,crédito,Logística Sur
VENT00314,2022-09-17,Toyota,8FGCU25,eléctrico,1500.0,3.6,19154.58,Mendoza,empresa,2023,,reacondicionado,leasing,Autoelevadores Norte
VENT00315,2025-07-29,Linde,E16,gas,4000.0,4.7,21920.96,Santa Fe,distribuidor,2022,1002.0,reacondicionado,crédito,Forklift Solutions
VENT00316,2024-12-12,Toyota,TX30,diésel,3500.0,5.9,25754.81,Neuquén,distribuidor,2023,2867.0,usado,crédito,Logística Sur
VENT00317,2025-04-21,Hyster,S120FT,gas,4000.0,5.5,24662.63,Chubut,empresa,2021,0.0,nuevo,contado,Forklift Solutions
VENT00318,2023-02-12,Toyota,TX30,diésel,2500.0,4.8,22704.9,Córdoba,particular,2021,1552.0,reacondicionado,crédito,Potencia SRL
VENT00319,2023-07-06,Crown,RC 5500,diésel,3000.0,3.2,24506.99,Buenos Aires,particular,2022,3753.0,usado,crédito,Forklift Solutions
VENT00320,2023-03-17,Hyster,H50XT,gas,4000.0,,24141.56,Salta,distribuidor,2023,3806.0,reacondicionado,leasing,Logística Sur
VENT00321,2025-04-16,Yale,ERP030,diésel,3500.0,5.5,19243.16,Chubut,particular,2023,2847.0,reacondicionado,crédito,Grupo Industrial SA
VENT00322,2025-06-18,Hyster,S120FT,diésel,2500.0,,18496.06,Santa Fe,empresa,2024,0.0,nuevo,contado,Potencia SRL
VENT00323,2023-07-19,Hyster,H50XT,diésel,3500.0,5.4,27196.13,Santa Fe,particular,2022,1094.0,reacondicionado,contado,Logística Sur
VENT00324,2023-12-27,Hyster,H50XT,eléctrico,3500.0,,17872.68,Córdoba,particular,2021,4943.0,usado,contado,Potencia SRL
VENT00325,2023-11-22,Hyster,S120FT,diésel,2500.0,2.8,15741.16,Neuquén,distribuidor,2022,0.0,nuevo,leasing,Forklift Solutions
VENT00326,2025-08-18,Crown,FC 5200,gas,3500.0,4.1,22501.66,Tucumán,empresa,2022,882.0,usado,leasing,Forklift Solutions
VENT00327,2023-06-24,Hyster,S120FT,diésel,2500.0,5.3,23738.66,Salta,empresa,2024,2852.0,usado,contado,Logística Sur
VENT00328,2023-02-16,Toyota,TX30,eléctrico,2500.0,,43053.79,Mendoza,distribuidor,2024,2788.0,usado,crédito,Potencia SRL
VENT00329,2024-09-21,Yale,ERP030,eléctrico,3000.0,5.5,19362.4,Buenos Aires,distribuidor,2023,0.0,nuevo,contado,Potencia SRL
VENT00330,2024-05-22,Linde,H25D,eléctrico,3500.0,4.7,32546.09,Santa Fe,particular,2023,3820.0,usado,crédito,Autoelevadores Norte
VENT00331,2025-05-16,Yale,ERP030,eléctrico,3000.0,5.5,30977.51,Chubut,empresa,2022,2562.0,reacondicionado,crédito,Potencia SRL
VENT00332,2023-01-18,Hyster,J40XN,diésel,1500.0,4.6,15488.44,Santa Fe,distribuidor,2021,0.0,nuevo,contado,Potencia SRL
VENT00333,2022-10-17,Hyster,H50XT,diésel,3500.0,5.5,31186.02,Santa Fe,distribuidor,2023,0.0,nuevo,leasing,Autoelevadores Norte
VENT00334,2023-11-14,Crown,FC 5200,eléctrico,,3.3,15528.95,Mendoza,distribuidor,2022,0.0,nuevo,crédito,Autoelevadores Norte
VENT00335,2024-08-17,Linde,H25D,gas,2500.0,4.1,3726.62,Buenos Aires,distribuidor,2024,,reacondicionado,contado,Potencia SRL
VENT00336,2023-03-12,Crown,RC 5500,diésel,4000.0,,29850.56,Salta,empresa,2023,0.0,nuevo,contado,Forklift Solutions
VENT00337,2023-10-17,Linde,E16,eléctrico,2500.0,5.1,,Santa Fe,distribuidor,2023,1473.0,reacondicionado,contado,Grupo Industrial SA
VENT00338,2023-04-09,Hyster,J40XN,diésel,1500.0,2.8,28607.48,Mendoza,particular,2021,0.0,nuevo,leasing,Logística Sur
VENT00339,2025-06-25,Crown,RC 5500,gas,1500.0,5.2,19527.91,Santa Fe,particular,2021,3687.0,reacondicionado,contado,Potencia SRL
VENT00340,2024-12-01,Toyota,8FGCU25,eléctrico,1500.0,4.8,38276.41,Mendoza,empresa,2024,1732.0,reacondicionado,leasing,Potencia SRL
VENT00341,2025-06-20,Toyota,TX30,diésel,3500.0,5.3,33548.08,Buenos Aires,particular,2023,4577.0,usado,leasing,Autoelevadores Norte
VENT00342,2025-06-11,Toyota,7FBEU18,diésel,2500.0,2.7,21372.91,Tucumán,distribuidor,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00343,2024-03-06,Toyota,7FBEU18,eléctrico,4000.0,4.6,19497.3,Neuquén,empresa,2024,0.0,nuevo,crédito,Potencia SRL
VENT00344,2023-03-11,Yale,ERP030,eléctrico,2000.0,4.9,15287.38,Chubut,particular,2021,212.0,usado,contado,Forklift Solutions
VENT00345,2023-05-11,Yale,ERP030,gas,2000.0,5.1,21472.62,Córdoba,empresa,2021,0.0,nuevo,crédito,Forklift Solutions
VENT00346,2023-11-20,Yale,GDP25UX,gas,2500.0,4.7,22757.16,Mendoza,particular,2023,364.0,reacondicionado,crédito,Potencia SRL
VENT00347,2022-10-12,Toyota,TX30,diésel,3000.0,5.0,22082.45,Mendoza,empresa,2021,0.0,nuevo,crédito,Autoelevadores Norte
VENT00348,2022-11-18,Linde,E30,diésel,2000.0,3.1,26253.63,Neuquén,distribuidor,2021,1005.0,reacondicionado,contado,Logística Sur
VENT00349,2022-11-16,Hyster,J40XN,diésel,2000.0,4.5,29628.17,Chubut,particular,2023,4399.0,usado,contado,Potencia SRL
VENT00350,2023-07-30,Yale,ERP030,eléctrico,3500.0,5.1,27797.24,Córdoba,empresa,2022,0.0,nuevo,crédito,Grupo Industrial SA
VENT00351,2025-08-06,Hyster,S120FT,gas,3500.0,4.7,18886.85,Santa Fe,particular,2024,0.0,nuevo,crédito,Forklift Solutions
VENT00352,2023-10-22,Toyota,7FBEU18,eléctrico,4000.0,4.1,13497.67,Tucumán,distribuidor,2021,4927.0,reacondicionado,contado,Autoelevadores Norte
VENT00353,2025-01-28,Toyota,7FBEU18,diésel,3000.0,,35916.25,Tucumán,empresa,2023,3042.0,reacondicionado,contado,Autoelevadores Norte
VENT00354,2024-01-15,Hyster,H50XT,eléctrico,2000.0,4.9,19484.41,Córdoba,particular,2023,,reacondicionado,contado,Potencia SRL
VENT00355,2024-04-05,Toyota,7FBEU18,diésel,4000.0,2.9,19781.65,Mendoza,particular,2023,956.0,reacondicionado,leasing,Potencia SRL
VENT00356,2025-02-11,Linde,E16,eléctrico,1500.0,,20830.49,Tucumán,empresa,2024,2124.0,usado,contado,Logística Sur
VENT00357,2022-11-18,Hyster,J40XN,diésel,2500.0,5.8,10255.44,Córdoba,empresa,2024,2977.0,usado,contado,Logística Sur
VENT00358,2025-09-07,Yale,ERP030,diésel,3500.0,3.6,21176.21,Santa Fe,distribuidor,2021,643.0,reacondicionado,leasing,Forklift Solutions
VENT00359,2025-04-14,Toyota,TX30,diésel,2000.0,3.5,21162.75,Córdoba,distribuidor,2023,355.0,usado,crédito,Logística Sur
VENT00360,2025-06-28,Crown,SC 6000,eléctrico,,3.1,,Córdoba,empresa,2022,,nuevo,crédito,Potencia SRL
VENT00361,2024-10-21,Hyster,J40XN,eléctrico,3500.0,4.6,30587.66,Santa Fe,distribuidor,2022,278.0,reacondicionado,contado,Grupo Industrial SA
VENT00362,2025-06-10,Crown,SC 6000,gas,2000.0,2.9,25030.17,Córdoba,particular,2024,4142.0,reacondicionado,crédito,Potencia SRL
VENT00363,2024-08-26,Toyota,TX30,eléctrico,,5.7,32454.79,Tucumán,particular,2023,0.0,nuevo,leasing,Autoelevadores Norte
VENT00364,2025-06-04,Linde,E30,gas,4000.0,5.7,,Chubut,empresa,2021,3698.0,reacondicionado,crédito,Autoelevadores Norte
VENT00365,2024-07-21,Yale,GDP25UX,diésel,4000.0,3.6,24874.54,Mendoza,distribuidor,2023,3173.0,usado,contado,Logística Sur
VENT00366,2024-04-14,Crown,RC 5500,diésel,3000.0,5.3,26287.43,Buenos Aires,particular,2021,0.0,nuevo,crédito,Forklift Solutions
VENT00367,2024-12-27,Toyota,TX30,eléctrico,4000.0,5.7,23474.77,Tucumán,empresa,2023,0.0,nuevo,leasing,Grupo Industrial SA
VENT00368,2023-06-17,Hyster,S120FT,diésel,2500.0,,21841.2,Tucumán,empresa,2021,3225.0,usado,contado,Logística Sur
VENT00369,2023-08-02,Toyota,TX30,eléctrico,2000.0,4.5,22858.13,Buenos Aires,empresa,2023,1938.0,usado,crédito,Autoelevadores Norte
